Mod:Item:MetaData, Localized Name
millenaire:slab_painted_brick_magenta, Magenta Painted Slab
millenaire:slab_painted_brick_cyan, Cyan Painted Slab
millenaire:slab_painted_brick_brown, Brown Painted Slab
millenaire:slab_painted_brick_black, Black Painted Slab
millenaire:slab_painted_brick_lime, Lime Painted Slab
millenaire:slab_painted_brick_white, White Painted Slab
millenaire:painted_brick_decorated_purple, Purple Decorated Brick
millenaire:painted_brick_decorated_pink, Pink Decorated Brick
millenaire:painted_brick_decorated_orange, Orange Decorated Brick
millenaire:painted_brick_decorated_yellow, Yellow Decorated Brick
millenaire:painted_brick_decorated_green, Green Decorated Brick
millenaire:painted_brick_decorated_red, Red Decorated Brick
millenaire:painted_brick_decorated_silver, Silver Decorated Brick
millenaire:painted_brick_decorated_gray, Gray Decorated Brick
millenaire:painted_brick_decorated_blue, Blue Decorated Brick
millenaire:painted_brick_decorated_light_blue, Light Blue Decorated Brick
millenaire:painted_brick_decorated_magenta, Magenta Decorated Brick
millenaire:painted_brick_decorated_cyan, Cyan Decorated Brick
millenaire:painted_brick_decorated_brown, Brown Decorated Brick
millenaire:painted_brick_decorated_black, Black Decorated Brick
millenaire:painted_brick_decorated_lime, Lime Decorated Brick
millenaire:painted_brick_decorated_white, White Decorated Brick
millenaire:slab_wood_deco:0, Timber Frame Slab
millenaire:slab_wood_deco:2, Thatch Slab
millenaire:slab_stone_deco:0, Mud Brick Slab
millenaire:slab_stone_deco:1, Cooked Brick Slab
millenaire:stained_glass:0, White Stained Glass Windows
millenaire:stained_glass:1, Yellow Stained Glass Windows
millenaire:stained_glass:2, Yellow & Red Stained Glass Windows
millenaire:stained_glass:3, Red & Blue Stained Glass Windows
millenaire:stained_glass:4, Green & Blue Stained Glass Windows
millenaire:rosette, Rosette Stained Glass Windows
millenaire:stairs_mudbrick, Mud Brick Stairs
millenaire:stairs_timberframe, Timber Frame Stairs
millenaire:stairs_thatch, Thatch Stairs
millenaire:stairs_byzantine_tiles, Byzantine Tiles Stairs
millenaire:wet_brick:0, Wet Brick
millenaire:silk_worm:0, Empty Sericulture Block
millenaire:silk_worm:3, Sericulture Block
millenaire:sandstone_carved, Carved Sandstone
millenaire:sandstone_red_carved, Carved Red Sandstone
millenaire:sandstone_ochre_carved, Carved Ochre Sandstone
millenaire:stairs_sandstone_carved, Carved Sandstone Stairs
millenaire:stairs_sandstone_red_carved, Carved Red Sandstone Stairs
millenaire:stairs_sandstone_ochre_carved, Carved Ochre Sandstone Stairs
millenaire:slab_sandstone_carved, Carved Sandstone Slab
millenaire:slab_sandstone_red_carved, Carved Red Sandstone Slab
millenaire:slab_sandstone_ochre_carved, Carved Ochre Sandstone Slab
millenaire:wall_sandstone_carved, Carved Sandstone Wall
millenaire:wall_sandstone_red_carved, Carved Red Sandstone Wall
millenaire:wall_sandstone_ochre_carved, Carved Ochre Sandstone Wall
millenaire:pathdirt, Dirt path
millenaire:pathgravel, Gravel path
millenaire:pathsandstone, Sandstone slabs path
millenaire:pathslabs, Slabs path
millenaire:pathgravelslabs, Slabs and gravel path
millenaire:pathochretiles, Ochre slabs path
millenaire:pathsnow, Snow path
millenaire:pathdirt_slab, Dirt path
millenaire:pathgravel_slab, Gravel path
millenaire:pathsandstone_slab, Sandstone slabs path
millenaire:pathslabs_slab, Slabs path
millenaire:pathgravelslabs_slab, Slabs and gravel path
millenaire:pathochretiles_slab, Ochre slabs path
millenaire:pathsnow_slab, Snow path
millenaire:paper_wall, Paper Wall
millenaire:wooden_bars, Wooden Bars
millenaire:wooden_bars_indian, Carved Indian Window
millenaire:wooden_bars_rosette, Carved Indian Frame
millenaire:locked_chest, Locked Chest
millenaire:byzantine_stone_tiles, Byzantine Stone Tile
millenaire:byzantine_tiles, Byzantine Tiles
millenaire:byzantine_tiles_slab:0, Byzantine Tile Slab
millenaire:alchemistexplosive, Alchemist's Explosive
millenaire:sod:0, Sod Oak Planks
millenaire:sod:1, Sod Spruce Planks
millenaire:sod:2, Sod Birch Planks
millenaire:sod:3, Sod Jungle Planks
millenaire:sod:4, Sod Acacia Planks
millenaire:sod:5, Sod Dark Oak Planks
millenaire:icebrick, Ice Brick
millenaire:snowbrick, Snow Brick
millenaire:inuitcarving, Inuit Carving
millenaire:snowwall, Snow Wall
millenaire:bed_straw, Straw Bed
millenaire:bed_charpoy, Charpoy Bed
millenaire:import_table, Import Table
millenaire:sapling_appletree, Apple Tree Sapling
millenaire:leaves_appletree, Apple Tree Leaves
millenaire:markerblock:0, Preserve Ground
millenaire:markerblock:1, Sleeping Pos
millenaire:markerblock:2, Selling Pos
millenaire:markerblock:3, Crafting Pos
millenaire:markerblock:4, Defending Pos
millenaire:markerblock:5, Shelter Pos
millenaire:markerblock:6, Path Start Pos
millenaire:markerblock:7, Leisure Pos
millenaire:markerblock:8, Stall Pos
millenaire:markerblock:9, Brick Drying Pos
millenaire:markerblock:10, Healing Pos
millenaire:markerblock:11, Fishing Pos
millenaire:mainchest, Main Chest
millenaire:animalspawn:0, Cow Spawn Point
millenaire:animalspawn:1, Pig Spawn Point
millenaire:animalspawn:2, Sheep Spawn Point
millenaire:animalspawn:3, Chicken Spawn Point
millenaire:animalspawn:4, Squid Spawn Point
millenaire:animalspawn:5, Wolf Spawn Point
millenaire:animalspawn:6, Polar Bear Spawn Point
millenaire:source:0, Stone Source Block
millenaire:source:1, Sand Source Block
millenaire:source:2, Sandstone Source Block
millenaire:source:3, Clay Source Block
millenaire:source:4, Gravel Source Block
millenaire:source:5, Granite Source Block
millenaire:source:6, Diorite Source Block
millenaire:source:7, Andesite Source Block
millenaire:source:8, Snow Source Block
millenaire:source:9, Ice Source Block
millenaire:source:10, Red Sandstone Source Block
millenaire:source:11, Quartz Source Block
millenaire:freeblock:0, Free Stone
millenaire:freeblock:1, Free Sand
millenaire:freeblock:2, Free Gravel
millenaire:freeblock:3, Free Sandstone
millenaire:freeblock:4, Free Wool
millenaire:treespawn:0, Oak Spawn Point
millenaire:treespawn:1, Pine Spawn Point
millenaire:treespawn:2, Birch Spawn Point
millenaire:treespawn:3, Jungle Spawn Point
millenaire:treespawn:4, Acacia Spawn Point
millenaire:treespawn:5, Dark Oak Spawn Point
millenaire:treespawn:6, Apple Tree Spawn Point
millenaire:soil:0, Wheat Soil
millenaire:soil:1, Rice Soil
millenaire:soil:2, Turmeric Soil
millenaire:soil:3, Sugar Cane Soil
millenaire:soil:4, Potato Soil
millenaire:soil:5, Nether Wart Soil
millenaire:soil:6, Vine Soil
millenaire:soil:7, Maize Soil
millenaire:soil:8, Cacao Soil
millenaire:soil:9, Carrot Soil
millenaire:soil:10, Flower Soil
millenaire:soil:11, Cotton Soil
millenaire:decorblock:0, Norman Tapestry
millenaire:decorblock:1, Indian Statue
millenaire:decorblock:2, Byzantine Icon Small
millenaire:decorblock:3, Byzantine Icon Medium
millenaire:decorblock:4, Byzantine Icon Large
millenaire:decorblock:5, Maya Statue
millenaire:decorblock:6, Hanging Hide
millenaire:villagebanner, Village Banner
millenaire:culturebanner, Culture Banner
millenaire:fire_pit, Fire Pit
millenaire:summoningwand, Wand of Summoning
millenaire:negationwand, Wand of Negation
millenaire:denier, Denier
millenaire:denierargent, Denier Argent
millenaire:denieror, Denier Or
millenaire:purse, Deniers Pouch
millenaire:rice, Rice
millenaire:turmeric, Turmeric
millenaire:maize, Maize
millenaire:grapes, Grapes
millenaire:cotton, Cotton
millenaire:normanpickaxe, Norman Pickaxe
millenaire:normanaxe, Norman Axe
millenaire:normanshovel, Norman Shovel
millenaire:normanhoe, Norman Hoe
millenaire:mayanpickaxe, Obsidian Pickaxe
millenaire:mayanaxe, Obsidian Axe
millenaire:mayanshovel, Obsidian Shovel
millenaire:mayanhoe, Obsidian Hoe
millenaire:normanbroadsword, Norman Broadsword
millenaire:mayanmace, Obsidian Mace
millenaire:tachisword, Tachi
millenaire:byzantinemace, Byzantine Mace
millenaire:inuittrident, Kakivak
millenaire:yumibow, Yumi Bow
millenaire:inuitbow, Pitiksi Bow
millenaire:normanhelmet, Norman Helmet
millenaire:normanplate, Norman Chestplate
millenaire:normanlegs, Norman Leggings
millenaire:normanboots, Norman Boots
millenaire:japanesebluehelmet, Blue ō-yoroi helmet
millenaire:japaneseblueplate, Blue ō-yoroi chestplate
millenaire:japanesebluelegs, Blue ō-yoroi leggings
millenaire:japaneseblueboots, Blue ō-yoroi boots
millenaire:japaneseredhelmet, Red ō-yoroi helmet
millenaire:japaneseredplate, Red ō-yoroi chestplate
millenaire:japaneseredlegs, Red ō-yoroi leggings
millenaire:japaneseredboots, Red ō-yoroi boots
millenaire:japaneseguardhelmet, Keiko helmet
millenaire:japaneseguardplate, Keiko chestplate
millenaire:japaneseguardlegs, Keiko leggings
millenaire:japaneseguardboots, Keiko boots
millenaire:byzantinehelmet, Byzantine Helmet
millenaire:byzantineplate, Byzantine Chestplate
millenaire:byzantinelegs, Byzantine Leggings
millenaire:byzantineboots, Byzantine Boots
millenaire:furhelmet, Fur Hood
millenaire:furplate, Fur Coat
millenaire:furlegs, Fur Leggings
millenaire:furboots, Fur Boots
millenaire:ciderapple, Cider Apple
millenaire:cider, Cider
millenaire:calva, Calva
millenaire:boudin, Boudin Noir
millenaire:tripes, Tripes
millenaire:vegcurry, Vegetarian Curry
millenaire:chickencurry, Murgh Curry
millenaire:rasgulla, Rasgulla
millenaire:masa, Masa
millenaire:wah, Wah
millenaire:cacauhaa, Cacauhaa
millenaire:udon, Udon
millenaire:sake, Sake
millenaire:ikayaki, Ikayaki
millenaire:feta, Feta
millenaire:souvlaki, Souvlaki
millenaire:winebasic, Wine
millenaire:winefancy, Malvasia Wine
millenaire:bearmeat_raw, Raw Bear Meat
millenaire:bearmeat_cooked, Bear Steak
millenaire:wolfmeat_raw, Raw Wolf Meat
millenaire:wolfmeat_cooked, Wolf Steak
millenaire:seafood_raw, Raw Sea Meat
millenaire:seafood_cooked, Sea Meat
millenaire:inuitpotatostew, Inuit Potato Stew
millenaire:inuitmeatystew, Inuit Meat Stew
millenaire:inuitbearstew, Inuit Bear Stew
millenaire:tapestry, Norman Tapestry
millenaire:indianstatue, Hindu Statue
millenaire:mayanstatue, Maya Carving
millenaire:byzantineiconsmall, Small Byzantine Icon
millenaire:byzantineiconmedium, Medium Byzantine Icon
millenaire:byzantineiconlarge, Large Byzantine Icon
millenaire:hidehanging, Hanging Hide
millenaire:paint_bucket_white, Whitewash Bucket
millenaire:paint_bucket_orange, Orangewash Bucket
millenaire:paint_bucket_magenta, Magentawash Bucket
millenaire:paint_bucket_light_blue, Light Bluewash Bucket
millenaire:paint_bucket_yellow, Yellowwash Bucket
millenaire:paint_bucket_lime, Limewash Bucket
millenaire:paint_bucket_pink, Pinkwash Bucket
millenaire:paint_bucket_gray, Graywash Bucket
millenaire:paint_bucket_silver, Silverwash Bucket
millenaire:paint_bucket_cyan, Cyanwash Bucket
millenaire:paint_bucket_purple, Purplewash Bucket
millenaire:paint_bucket_blue, Bluewash Bucket
millenaire:paint_bucket_brown, Brownwash Bucket
millenaire:paint_bucket_green, Greenwash Bucket
millenaire:paint_bucket_red, Redwash Bucket
millenaire:paint_bucket_black, Blackwash Bucket
millenaire:parchment_normanvillagers, Norman Villagers
millenaire:parchment_normanbuildings, Norman Buildings
millenaire:parchment_normanitems, Norman Objects
millenaire:parchment_normanfull, Complete Normandy Scroll
millenaire:parchment_indianvillagers, Indian Villagers
millenaire:parchment_indianbuildings, Indian Buildings
millenaire:parchment_indianitems, Indian Objects
millenaire:parchment_indianfull, Complete Indian Scroll
millenaire:parchment_mayanvillagers, Maya Villagers
millenaire:parchment_mayanbuildings, Maya Buildings
millenaire:parchment_mayanitems, Maya Objects
millenaire:parchment_mayanfull, Complete Maya Scroll
millenaire:parchment_japanesevillagers, Japanese Villagers
millenaire:parchment_japanesebuildings, Japanese Buildings
millenaire:parchment_japaneseitems, Japanese Objects
millenaire:parchment_japanesefull, Complete Japanese Scroll
millenaire:parchment_villagescroll, Village Scroll
millenaire:brickmould, Brick Mould
millenaire:obsidianflake, Obsidian Flake
millenaire:silk, Silk
millenaire:clothes_byz_wool, Wool Byzantine clothes
millenaire:clothes_byz_silk, Silk Byzantine clothes
millenaire:vishnu_amulet, Amulet of Vishnu
millenaire:alchemist_amulet, Amulet of the Alchemist
millenaire:yggdrasil_amulet, Amulet of Yggdrasil
millenaire:skoll_hati_amulet, Amulet of Sköll and Hati
millenaire:ulu, Ulu
millenaire:tannedhide, Treated Hide
millenaire:bannerpattern:0, Byzantine Eagle Pattern
millenaire:bannerpattern:1, Byzantine Dexter Meander Pattern
millenaire:bannerpattern:2, Byzantine Sinister Meander Pattern
millenaire:bannerpattern:3, Seljuk Eagle Pattern
millenaire:bannerpattern:4, Maya Face Pattern
millenaire:bannerpattern:5, Inuit Inuksuk Pattern
millenaire:bannerpattern:6, Indian Sun Pattern
millenaire:bannerpattern:7, Indian Scimitar Pattern
millenaire:bannerpattern:8, Indian Elephant Pattern
millenaire:bannerpattern:9, Indian Conch Pattern
millenaire:bannerpattern:10, Indian Cow Pattern
millenaire:bannerpattern:11, Indian Lotus Pattern
millenaire:bannerpattern:12, Norman Lion Pattern
millenaire:bannerpattern:13, Maya Lines Pattern
millenaire:bannerpattern:14, Maya Hex Pattern
millenaire:bannerpattern:15, Maya Heads Pattern
millenaire:bannerpattern:16, Maya Spaceship Pattern
millenaire:bannerpattern:17, Inuit Curve Pattern
millenaire:bannerpattern:18, Inuit Lines Pattern
millenaire:bannerpattern:19, Inuit Mermaid Pattern
millenaire:bannerpattern:20, Inuit Rectangle Pattern
millenaire:bannerpattern:21, Japanese Sun Pattern
millenaire:bannerpattern:22, Japanese Agricultural Ideogram
millenaire:bannerpattern:23, Japanese Military Ideogram
millenaire:bannerpattern:24, Japanese Religious Ideogram
millenaire:bannerpattern:25, Japanese Trade Ideogram
millenaire:parchment_sadhu, Book of the Sadhu
millenaire:unknownpowder, Unknown Powder
millenaire:mayanquestcrown, Maya Crown
mocreatures:kittybed_white, White Kitty Bed
mocreatures:kittybed_orange, Orange Kitty Bed
mocreatures:kittybed_magenta, Magenta Kitty Bed
mocreatures:kittybed_light_blue, item.kittybed_light_blue.name
mocreatures:kittybed_yellow, Yellow Kitty Bed
mocreatures:kittybed_lime, Lime Kitty Bed
mocreatures:kittybed_pink, Pink Kitty Bed
mocreatures:kittybed_gray, Gray Kitty Bed
mocreatures:kittybed_silver, Silver Kitty Bed
mocreatures:kittybed_cyan, Cyan Kitty Bed
mocreatures:kittybed_purple, Purple Kitty Bed
mocreatures:kittybed_blue, Blue Kitty Bed
mocreatures:kittybed_brown, Brown Kitty Bed
mocreatures:kittybed_green, Green Kitty Bed
mocreatures:kittybed_red, Red Kitty Bed
mocreatures:kittybed_black, Black Kitty Bed
mocreatures:horsesaddle, Crafted Saddle
mocreatures:sharkteeth, Shark Teeth
mocreatures:haystack, Hay Stack
mocreatures:sugarlump, Sugar Lump
mocreatures:mocegg:0, Blue Fish Egg
mocreatures:mocegg:1, Regal Blue Fish Egg
mocreatures:mocegg:2, Orange White Stripe Fish Egg
mocreatures:mocegg:3, Light Blue Fish Egg
mocreatures:mocegg:4, Green Yellow Fish Egg
mocreatures:mocegg:5, Green Fish Egg
mocreatures:mocegg:6, Purple Fish Egg
mocreatures:mocegg:7, Yellow Fish Egg
mocreatures:mocegg:8, Orange Blue Stripe Fish Egg
mocreatures:mocegg:9, Black White Fish Egg
mocreatures:mocegg:80, Anchovy Egg
mocreatures:mocegg:81, Angelfish Egg
mocreatures:mocegg:82, Angler Egg
mocreatures:mocegg:83, Clownfish Egg
mocreatures:mocegg:84, Goldfish Egg
mocreatures:mocegg:85, Hippotang Egg
mocreatures:mocegg:86, Manderin Egg
mocreatures:mocegg:70, Salmon Egg
mocreatures:mocegg:71, Cod Egg
mocreatures:mocegg:72, Bass Egg
mocreatures:mocegg:90, Piranha Egg
mocreatures:mocegg:11, Shark Egg
mocreatures:mocegg:21, Dark Snake Egg
mocreatures:mocegg:22, Spotted Snake Egg
mocreatures:mocegg:23, Orange Snake Egg
mocreatures:mocegg:24, Green Snake Egg
mocreatures:mocegg:25, Coral Snake Egg
mocreatures:mocegg:26, Cobra Snake Egg
mocreatures:mocegg:27, Rattle Snake Egg
mocreatures:mocegg:30, Ostrich Egg
mocreatures:mocegg:31, Ostrich Egg
mocreatures:mocegg:33, Komodo Egg
mocreatures:mocegg:41, Dirt Scorpion Egg
mocreatures:mocegg:42, Cave Scorpion Egg
mocreatures:mocegg:43, Nether Scorpion Egg
mocreatures:mocegg:44, Frost Scorpion Egg
mocreatures:mocegg:45, Undead Scorpion Egg
mocreatures:mocegg:50, Jungle Wyvern Egg
mocreatures:mocegg:51, Swamp Wyvern Egg
mocreatures:mocegg:52, Savanna Wyvern Egg
mocreatures:mocegg:53, Sand Wyvern Egg
mocreatures:mocegg:54, Mother Wyvern Egg
mocreatures:mocegg:55, Undead Wyvern Egg
mocreatures:mocegg:56, Light Wyvern Egg
mocreatures:mocegg:57, Dark Wyvern Egg
mocreatures:mocegg:58, Arctic Wyvern Egg
mocreatures:mocegg:59, Cave Wyvern Egg
mocreatures:mocegg:60, Mountain Wyvern Egg
mocreatures:mocegg:61, Sea Wyvern Egg
mocreatures:mocegg:62, Fire Manticore Egg
mocreatures:mocegg:63, Dark Manticore Egg
mocreatures:mocegg:64, Snow Manticore Egg
mocreatures:bigcatclaw, BigCat Claw
mocreatures:whip, Whip
mocreatures:medallion, Medallion
mocreatures:kittylitter, Litter Box
mocreatures:woolball, Wool Ball
mocreatures:petfood, Pet Food
mocreatures:reptilehide, Reptile Hide
mocreatures:reptileplate, Reptile Plate
mocreatures:reptilehelmet, Reptile Helmet
mocreatures:reptilelegs, Reptile Legs
mocreatures:reptileboots, Reptile Boots
mocreatures:fur, Fur
mocreatures:omelet, Omelet
mocreatures:turtleraw, Raw Turtle
mocreatures:turtlesoup, Turtle Soup
mocreatures:staffportal, Wyvern Portal Staff
mocreatures:staffteleport, Staff Teleport
mocreatures:builderhammer, Builder Hammer
mocreatures:nunchaku, Nunchaku
mocreatures:sai, Sai Blade
mocreatures:bo, Bo
mocreatures:katana, Katana
mocreatures:sharksword, Shark Sword
mocreatures:silversword, Silver Sword
mocreatures:essencedarkness, Essence of Darkness
mocreatures:essencefire, Essence of Fire
mocreatures:essenceundead, Essence of Undead
mocreatures:essencelight, Essence of Light
mocreatures:amuletbone:0, Bone Amulet
mocreatures:amuletbonefull:0, Bone Amulet
mocreatures:amuletghost:0, Ghost Amulet
mocreatures:amuletghostfull:0, Ghost Amulet
mocreatures:amuletfairy:0, Fairy Amulet
mocreatures:amuletfairyfull:0, Fairy Amulet
mocreatures:amuletpegasus:0, Sky Amulet
mocreatures:amuletpegasusfull:0, Sky Amulet
mocreatures:fishnet:0, Fish Net
mocreatures:fishnetfull:0, Fish Net
mocreatures:petamulet:0, Pet Amulet
mocreatures:petamuletfull:0, Pet Amulet
mocreatures:furchest, Fur Chest
mocreatures:furhelmet, Fur Helmet
mocreatures:furlegs, Fur Legs
mocreatures:furboots, Fur Boots
mocreatures:heartdarkness, Heart of Darkness
mocreatures:heartfire, Heart of Fire
mocreatures:heartundead, Heart of Undead
mocreatures:ostrichraw, Raw Ostrich
mocreatures:ostrichcooked, Cooked Ostrich
mocreatures:unicornhorn, Unicorn Horn
mocreatures:horsearmorcrystal, Crystal Mount Armor
mocreatures:recordshuffle, Zebra Record
mocreatures:hide, Hide
mocreatures:turkeyraw, Raw Turkey
mocreatures:turkeycooked, Cooked Turkey
mocreatures:hidechest, Hide Chest
mocreatures:hidehelmet, Hide Helmet
mocreatures:hidelegs, Hide Legs
mocreatures:hideboots, Hide Boots
mocreatures:ratraw, Raw Rat
mocreatures:ratcooked, Cooked Rat
mocreatures:ratburger, Rat Burger
mocreatures:chitinblack, Chitin Black
mocreatures:chitinfrost, Chitin Frost
mocreatures:chitinnether, Chitin Nether
mocreatures:chitin, Chitin
mocreatures:scorpsworddirt, Dirt Scorpion Sword
mocreatures:scorpswordfrost, Frost Scorpion Sword
mocreatures:scorpswordcave, Cave Scorpion Sword
mocreatures:scorpswordnether, Nether Scorpion Sword
mocreatures:scorpplatedirt, Dirt Scorpion Plate Chest
mocreatures:scorphelmetdirt, Dirt Scorpion Helmet
mocreatures:scorplegsdirt, Dirt Scorpion Legs
mocreatures:scorpbootsdirt, Dirt Scorpion Boots
mocreatures:scorpplatefrost, Frost Scorpion Plate Chest
mocreatures:scorphelmetfrost, Frost Scorpion Helmet
mocreatures:scorplegsfrost, Frost Scorpion Legs
mocreatures:scorpbootsfrost, Frost Scorpion Boots
mocreatures:scorpplatenether, Nether Scorpion Plate Chest
mocreatures:scorphelmetnether, Nether Scorpion Helmet
mocreatures:scorplegsnether, Nether Scorpion Legs
mocreatures:scorpbootsnether, Nether Scorpion Boots
mocreatures:scorphelmetcave, Cave Scorpion Helmet
mocreatures:scorpplatecave, Cave Scorpion Plate Chest
mocreatures:scorplegscave, Cave Scorpion Legs
mocreatures:scorpbootscave, Cave Scorpion Boots
mocreatures:scorpstingdirt, Dirt Scorpion Sting
mocreatures:scorpstingfrost, Frost Scorpion Sting
mocreatures:scorpstingcave, Cave Scorpion Sting
mocreatures:scorpstingnether, Nether Scorpion Sting
mocreatures:tuskswood, Wood Tusks
mocreatures:tusksiron, Iron Tusks
mocreatures:tusksdiamond, Diamond Tusks
mocreatures:elephantchest, Elephant Chest
mocreatures:elephantgarment, Elephant Garment
mocreatures:elephantharness, Elephant Harness
mocreatures:elephanthowdah, Elephant Howdah
mocreatures:mammothplatform, Mammoth Platform
mocreatures:scrolloffreedom, Scroll of Freedom
mocreatures:scrollofsale, Scroll of Sale
mocreatures:scrollofowner, Scroll of Reset Owner
mocreatures:crabraw, Raw Crab
mocreatures:crabcooked, Cooked Crab
mocreatures:mocstone:0, WyvernLair Stone
mocreatures:mocstone:1, OgreLair Stone
mocreatures:mocgrass:0, WyvernLair Grass
mocreatures:mocgrass:1, OgreLair Grass
mocreatures:mocdirt:0, WyvernLair Dirt
mocreatures:mocdirt:1, OgreLair Dirt
mocreatures:mocleaves:0, WyvernLair Leaves
mocreatures:mocleaves:1, OgreLair Leaves
mocreatures:moclog:0, WyvernLair Log
mocreatures:moclog:1, OgreLair Log
mocreatures:moctallgrass:0, WyvernLair Tall Grass
mocreatures:moctallgrass:1, OgreLair Tall Grass
mocreatures:mocwoodplank:0, WyvernLair Wood Plank
mocreatures:mocwoodplank:1, OgreLair Wood Plank
mowziesmobs:foliaath_seed, Foliaath Seed
mowziesmobs:test_structure, Test Structures
mowziesmobs:mob_remover, Mob Remover
mowziesmobs:wrought_axe, Axe of a Thousand Metals
mowziesmobs:wrought_helmet, Wrought Helm
mowziesmobs:barako_mask, Sol Visage
mowziesmobs:dart, Dart
mowziesmobs:spear, Spear
mowziesmobs:blowgun, Blowgun
mowziesmobs:spawn_egg:0, Spawn Foliaath
mowziesmobs:spawn_egg:0, Spawn Ferrous Wroughtnaut
mowziesmobs:spawn_egg:0, Spawn Barakoana
mowziesmobs:spawn_egg:0, Spawn Barakoa
mowziesmobs:spawn_egg:0, Spawn Barako, the Sun Chief
mowziesmobs:spawn_egg:0, Spawn Frostmaw
mowziesmobs:spawn_egg:0, Spawn Grottol
mowziesmobs:spawn_egg:0, Spawn Lantern
mowziesmobs:spawn_egg:0, Spawn Naga
mowziesmobs:grant_suns_blessing, Receive Sun's Blessing
mowziesmobs:ice_crystal, Ice Crystal
mowziesmobs:earth_talisman, Earth Talisman
mowziesmobs:captured_grottol, Captured Grottol
mowziesmobs:glowing_jelly, Luminous Jelly
mowziesmobs:naga_fang, Naga Fang
mowziesmobs:painted_acacia, Painted Acacia Wood
mowziesmobs:painted_acacia_slab, Painted Acacia Wood Slab
mowziesmobs:barakoa_mask_fury, Mask of Fury
mowziesmobs:barakoa_mask_fear, Mask of Fear
mowziesmobs:barakoa_mask_rage, Mask of Rage
mowziesmobs:barakoa_mask_bliss, Mask of Bliss
mowziesmobs:barakoa_mask_misery, Mask of Misery
notreepunching:cobblestone/andesite, Andesite Cobblestone
notreepunching:cobblestone/granite, Granite Cobblestone
notreepunching:cobblestone/diorite, Diorite Cobblestone
notreepunching:pottery/large_vessel, Clay Large Vessel
notreepunching:pottery/small_vessel, Clay Small Vessel
notreepunching:pottery/bucket, Clay Bucket
notreepunching:pottery/flower_pot, Clay Flower Pot
notreepunching:ceramic_large_vessel, Ceramic Large Vessel
notreepunching:grass_fiber, Plant Fiber
notreepunching:clay_tool, Clay Tool
notreepunching:fire_starter, Fire Starter
notreepunching:ceramic_small_vessel, Ceramic Small Vessel
notreepunching:ceramic_bucket, Ceramic Bucket
notreepunching:grass_string, Plant String
notreepunching:flint_shard, Flint Shard
notreepunching:clay_brick, Clay Brick
notreepunching:rock/stone, Rock
notreepunching:rock/andesite, Andesite Rock
notreepunching:rock/granite, Granite Rock
notreepunching:rock/diorite, Diorite Rock
notreepunching:rock/sandstone, Sandstone Rock
notreepunching:rock/red_sandstone, Red Sandstone Rock
notreepunching:pickaxe/flint, Flint Pickaxe
notreepunching:axe/flint, Flint Hatchet
notreepunching:shovel/flint, Flint Shovel
notreepunching:hoe/flint, Flint Hoe
notreepunching:knife/flint, Flint Knife
notreepunching:knife/iron, Iron Knife
notreepunching:knife/gold, Gold Knife
notreepunching:knife/diamond, Diamond Knife
notreepunching:mattock/iron, Iron Mattock
notreepunching:mattock/gold, Gold Mattock
notreepunching:mattock/diamond, Diamond Mattock
notreepunching:saw/iron, Iron Saw
notreepunching:saw/gold, Gold Saw
notreepunching:saw/diamond, Diamond Saw
plustic:pipe_piece:0, Electrical Pipe Piece
plustic:pipe_piece:0, Energetic Pipe Piece
plustic:pipe_piece:0, Vibrant Pipe Piece
plustic:pipe_piece:0, Red Pipe Piece
plustic:pipe_piece:0, Conductive Pipe Piece
plustic:pipe_piece:0, Pulsating Pipe Piece
plustic:pipe_piece:0, Dark Pipe Piece
plustic:pipe_piece:0, Souled Pipe Piece
plustic:pipe_piece:0, Pipe Piece of the End
plustic:pipe_piece:0, Fake-Iron Pipe Piece
plustic:pipe_piece:0, Naga Scale Pipe Piece
plustic:pipe_piece:0, Steeleaf Pipe Piece
plustic:pipe_piece:0, Fiery Pipe Piece
plustic:pipe_piece:0, Knightly Pipe Piece
plustic:pipe_piece:0, Wooden Pipe Piece
plustic:pipe_piece:0, Stone Pipe Piece
plustic:pipe_piece:0, Flint Pipe Piece
plustic:pipe_piece:0, Cactus Pipe Piece
plustic:pipe_piece:0, Bone Pipe Piece
plustic:pipe_piece:0, Obsidian Pipe Piece
plustic:pipe_piece:0, Prismarine Pipe Piece
plustic:pipe_piece:0, End Pipe Piece
plustic:pipe_piece:0, Paper Pipe Piece
plustic:pipe_piece:0, Sponge Pipe Piece
plustic:pipe_piece:0, Firewood Pipe Piece
plustic:pipe_piece:0, Iron Pipe Piece
plustic:pipe_piece:0, Pig Iron Pipe Piece
plustic:pipe_piece:0, Knightslime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Slime Pipe Piece
plustic:pipe_piece:0, Magma Slime Pipe Piece
plustic:pipe_piece:0, Netherrack Pipe Piece
plustic:pipe_piece:0, Cobalt Pipe Piece
plustic:pipe_piece:0, Ardite Pipe Piece
plustic:pipe_piece:0, Manyullyn Pipe Piece
plustic:pipe_piece:0, Copper Pipe Piece
plustic:pipe_piece:0, Bronze Pipe Piece
plustic:pipe_piece:0, Lead Pipe Piece
plustic:pipe_piece:0, Silver Pipe Piece
plustic:pipe_piece:0, Electrum Pipe Piece
plustic:pipe_piece:0, Steel Pipe Piece
plustic:pipe_piece:0, Ancient Metal Pipe Piece
